314, "John Manager157", 157, 101556
316, "John Manager158", 158, 142672
318, "John Manager159", 159, 140584
320, "John Manager160", 160, 111569
322, "John Manager161", 161, 101561
324, "John Manager162", 162, 115721
326, "John Manager163", 163, 147730
328, "John Manager164", 164, 146182
330, "John Manager165", 165, 101902
332, "John Manager166", 166, 118497
334, "John Manager167", 167, 135409
336, "John Manager168", 168, 116872
338, "John Manager169", 169, 130206
340, "John Manager170", 170, 131495
342, "John Manager171", 171, 100925
344, "John Manager172", 172, 135776
346, "John Manager173", 173, 102200
348, "John Manager174", 174, 126661
350, "John Manager175", 175, 109173
352, "John Manager176", 176, 138526
354, "John Manager177", 177, 148546
356, "John Manager178", 178, 141907
358, "John Manager179", 179, 109419
360, "John Manager180", 180, 125689
362, "John Manager181", 181, 131911
364, "John Manager182", 182, 110808
366, "John Manager183", 183, 138806
368, "John Manager184", 184, 103577
370, "John Manager185", 185, 126476
372, "John Manager186", 186, 127706
374, "John Manager187", 187, 112550
376, "John Manager188", 188, 144637
378, "John Manager189", 189, 113496
380, "John Manager190", 190, 111305
382, "John Manager191", 191, 132019
384, "John Manager192", 192, 139595
386, "John Manager193", 193, 106743
388, "John Manager194", 194, 122664
390, "John Manager195", 195, 101404
392, "John Manager196", 196, 136255
394, "John Manager197", 197, 129695
396, "John Manager198", 198, 124826
398, "John Manager199", 199, 147819
400, "John Manager200", 200, 109033
402, "John Manager201", 201, 120628
404, "John Manager202", 202, 135257
406, "John Manager203", 203, 125691
408, "John Manager204", 204, 129783
410, "John Manager205", 205, 102421
412, "John Manager206", 206, 141915
414, "John Manager207", 207, 120590
416, "John Manager208", 208, 140513
418, "John Manager209", 209, 136622
420, "John Manager210", 210, 146160
422, "John Manager211", 211, 108147
424, "John Manager212", 212, 143670
426, "John Manager213", 213, 104338
428, "John Manager214", 214, 128435
430, "John Manager215", 215, 147582
432, "John Manager216", 216, 120913
434, "John Manager217", 217, 109763
436, "John Manager218", 218, 127730
438, "John Manager219", 219, 124749
440, "John Manager220", 220, 101145
442, "John Manager221", 221, 105572
444, "John Manager222", 222, 132021
446, "John Manager223", 223, 149031
448, "John Manager224", 224, 134087
450, "John Manager225", 225, 110535
452, "John Manager226", 226, 123742
454, "John Manager227", 227, 146034
456, "John Manager228", 228, 148473
458, "John Manager229", 229, 111803
460, "John Manager230", 230, 134084
462, "John Manager231", 231, 135722
464, "John Manager232", 232, 137247
466, "John Manager233", 233, 100587
468, "John Manager234", 234, 127677
470, "John Manager235", 235, 133320
472, "John Manager236", 236, 102856
474, "John Manager237", 237, 104058
476, "John Manager238", 238, 110460
478, "John Manager239", 239, 131840
480, "John Manager240", 240, 142547
482, "John Manager241", 241, 145857
484, "John Manager242", 242, 143679
486, "John Manager243", 243, 139390
488, "John Manager244", 244, 102398
490, "John Manager245", 245, 121976
492, "John Manager246", 246, 123535
494, "John Manager247", 247, 109813
496, "John Manager248", 248, 113183
498, "John Manager249", 249, 104098
500, "John Manager250", 250, 109863
502, "John Manager251", 251, 110839
504, "John Manager252", 252, 136883
506, "John Manager253", 253, 100619
508, "John Manager254", 254, 128449
510, "John Manager255", 255, 107073
512, "John Manager256", 256, 130399
514, "John Manager257", 257, 144329
516, "John Manager258", 258, 103219
518, "John Manager259", 259, 126887
520, "John Manager260", 260, 121910
522, "John Manager261", 261, 112486
524, "John Manager262", 262, 101428
526, "John Manager263", 263, 128080
528, "John Manager264", 264, 121214
530, "John Manager265", 265, 126610
532, "John Manager266", 266, 125718
534, "John Manager267", 267, 143646
536, "John Manager268", 268, 103755
538, "John Manager269", 269, 106983
540, "John Manager270", 270, 148843
542, "John Manager271", 271, 119135
544, "John Manager272", 272, 121143
546, "John Manager273", 273, 134771
548, "John Manager274", 274, 100387
550, "John Manager275", 275, 106881
552, "John Manager276", 276, 120857
554, "John Manager277", 277, 123797
556, "John Manager278", 278, 129011
558, "John Manager279", 279, 104867
560, "John Manager280", 280, 111727
562, "John Manager281", 281, 144325
564, "John Manager282", 282, 124598
566, "John Manager283", 283, 136710
568, "John Manager284", 284, 149174
570, "John Manager285", 285, 116586
572, "John Manager286", 286, 125319
574, "John Manager287", 287, 100655
576, "John Manager288", 288, 134629
578, "John Manager289", 289, 123876
580, "John Manager290", 290, 104193
582, "John Manager291", 291, 146232
584, "John Manager292", 292, 129842
586, "John Manager293", 293, 103405
588, "John Manager294", 294, 137428
590, "John Manager295", 295, 101648
592, "John Manager296", 296, 106417
594, "John Manager297", 297, 125120
596, "John Manager298", 298, 127048
598, "John Manager299", 299, 138065
600, "John Manager300", 300, 133494
602, "John Manager301", 301, 136975
604, "John Manager302", 302, 125393
606, "John Manager303", 303, 108573
608, "John Manager304", 304, 130531
610, "John Manager305", 305, 111702
612, "John Manager306", 306, 138950
614, "John Manager307", 307, 103584
616, "John Manager308", 308, 138077
618, "John Manager309", 309, 107511
620, "John Manager310", 310, 116833
622, "John Manager311", 311, 145823
624, "John Manager312", 312, 131548
626, "John Manager313", 313, 133138
628, "John Manager314", 314, 115960
630, "John Manager315", 315, 128763
632, "John Manager316", 316, 100453
634, "John Manager317", 317, 108267
636, "John Manager318", 318, 100112
638, "John Manager319", 319, 123582
640, "John Manager320", 320, 141062
642, "John Manager321", 321, 143106
644, "John Manager322", 322, 129902
646, "John Manager323", 323, 114135
648, "John Manager324", 324, 133139
650, "John Manager325", 325, 112308
652, "John Manager326", 326, 101943
654, "John Manager327", 327, 104086
656, "John Manager328", 328, 125213
658, "John Manager329", 329, 136266
660, "John Manager330", 330, 110566
662, "John Manager331", 331, 134119
664, "John Manager332", 332, 132358
666, "John Manager333", 333, 107765
668, "John Manager334", 334, 125215
670, "John Manager335", 335, 100160
672, "John Manager336", 336, 128176
674, "John Manager337", 337, 108992
676, "John Manager338", 338, 141213
678, "John Manager339", 339, 124329
680, "John Manager340", 340, 148442
682, "John Manager341", 341, 125246
684, "John Manager342", 342, 120676
686, "John Manager343", 343, 103340
688, "John Manager344", 344, 132412
690, "John Manager345", 345, 131953
692, "John Manager346", 346, 105256
694, "John Manager347", 347, 103446
696, "John Manager348", 348, 139816
698, "John Manager349", 349, 113561
700, "John Manager350", 350, 115229
702, "John Manager351", 351, 113281
704, "John Manager352", 352, 118576
706, "John Manager353", 353, 119649
708, "John Manager354", 354, 126108
710, "John Manager355", 355, 143696
712, "John Manager356", 356, 145748
714, "John Manager357", 357, 138341
716, "John Manager358", 358, 120267
718, "John Manager359", 359, 123780
720, "John Manager360", 360, 142381
722, "John Manager361", 361, 130690
724, "John Manager362", 362, 129458
726, "John Manager363", 363, 126688
728, "John Manager364", 364, 141301
730, "John Manager365", 365, 105215
732, "John Manager366", 366, 142102
734, "John Manager367", 367, 143821
736, "John Manager368", 368, 142290
738, "John Manager369", 369, 125520
740, "John Manager370", 370, 141891
742, "John Manager371", 371, 148247
744, "John Manager372", 372, 117289
746, "John Manager373", 373, 122953
748, "John Manager374", 374, 130204
750, "John Manager375", 375, 104737
752, "John Manager376", 376, 120964
754, "John Manager377", 377, 100936
756, "John Manager378", 378, 137774
758, "John Manager379", 379, 106151
760, "John Manager380", 380, 112135
762, "John Manager381", 381, 108417
764, "John Manager382", 382, 128694
766, "John Manager383", 383, 148850
768, "John Manager384", 384, 102397
770, "John Manager385", 385, 127594
772, "John Manager386", 386, 114516
774, "John Manager387", 387, 133781
776, "John Manager388", 388, 123773
778, "John Manager389", 389, 123790
780, "John Manager390", 390, 110601
782, "John Manager391", 391, 100789
784, "John Manager392", 392, 121223
786, "John Manager393", 393, 131441
788, "John Manager394", 394, 132811
790, "John Manager395", 395, 137247
792, "John Manager396", 396, 137936
794, "John Manager397", 397, 146109
796, "John Manager398", 398, 113825
798, "John Manager399", 399, 110483
800, "John Manager400", 400, 105623
802, "John Manager401", 401, 106670
804, "John Manager402", 402, 106888
806, "John Manager403", 403, 101318
808, "John Manager404", 404, 102082
810, "John Manager405", 405, 100458
812, "John Manager406", 406, 103400
814, "John Manager407", 407, 117015
816, "John Manager408", 408, 139746
818, "John Manager409", 409, 103190
820, "John Manager410", 410, 120288
822, "John Manager411", 411, 148280
824, "John Manager412", 412, 120642
826, "John Manager413", 413, 128291
828, "John Manager414", 414, 148592
830, "John Manager415", 415, 134847
832, "John Manager416", 416, 100472
834, "John Manager417", 417, 131020
836, "John Manager418", 418, 115115
838, "John Manager419", 419, 105647
840, "John Manager420", 420, 104735
842, "John Manager421", 421, 134162
844, "John Manager422", 422, 134766
846, "John Manager423", 423, 125909
848, "John Manager424", 424, 130916
850, "John Manager425", 425, 112105
852, "John Manager426", 426, 106728
854, "John Manager427", 427, 143978
856, "John Manager428", 428, 123034
858, "John Manager429", 429, 128608
860, "John Manager430", 430, 117190
862, "John Manager431", 431, 147227
864, "John Manager432", 432, 133577
866, "John Manager433", 433, 134790
868, "John Manager434", 434, 127169
870, "John Manager435", 435, 113029
872, "John Manager436", 436, 110702
874, "John Manager437", 437, 132086
876, "John Manager438", 438, 121919
878, "John Manager439", 439, 146111
880, "John Manager440", 440, 113820
882, "John Manager441", 441, 110521
884, "John Manager442", 442, 105945
886, "John Manager443", 443, 149753
888, "John Manager444", 444, 131838
890, "John Manager445", 445, 111270
892, "John Manager446", 446, 128534
894, "John Manager447", 447, 146165
896, "John Manager448", 448, 100218
898, "John Manager449", 449, 105317
900, "John Manager450", 450, 130682
902, "John Manager451", 451, 103095
904, "John Manager452", 452, 130971
906, "John Manager453", 453, 108005
908, "John Manager454", 454, 104443
910, "John Manager455", 455, 105151
912, "John Manager456", 456, 109899
914, "John Manager457", 457, 104595
916, "John Manager458", 458, 115450
918, "John Manager459", 459, 126849
920, "John Manager460", 460, 101130
922, "John Manager461", 461, 141965
924, "John Manager462", 462, 131903
926, "John Manager463", 463, 143291
928, "John Manager464", 464, 104345
930, "John Manager465", 465, 125185
932, "John Manager466", 466, 101487
934, "John Manager467", 467, 119167
936, "John Manager468", 468, 134099
938, "John Manager469", 469, 135025
940, "John Manager470", 470, 124486
942, "John Manager471", 471, 130782
944, "John Manager472", 472, 126764
946, "John Manager473", 473, 131677
948, "John Manager474", 474, 145216
950, "John Manager475", 475, 139357
952, "John Manager476", 476, 110717
954, "John Manager477", 477, 101743
956, "John Manager478", 478, 129070
958, "John Manager479", 479, 104209
960, "John Manager480", 480, 111493
962, "John Manager481", 481, 101289
964, "John Manager482", 482, 135458
966, "John Manager483", 483, 111035
968, "John Manager484", 484, 104654
970, "John Manager485", 485, 138613
972, "John Manager486", 486, 148313
974, "John Manager487", 487, 126520
976, "John Manager488", 488, 111102
978, "John Manager489", 489, 121640
980, "John Manager490", 490, 104004
982, "John Manager491", 491, 107277
984, "John Manager492", 492, 107863
986, "John Manager493", 493, 131365
988, "John Manager494", 494, 107055
990, "John Manager495", 495, 127583
992, "John Manager496", 496, 119073
994, "John Manager497", 497, 139345
996, "John Manager498", 498, 110148
998, "John Manager499", 499, 132354
1000, "John Manager500", 500, 120252
1002, "John Manager501", 501, 132752
1004, "John Manager502", 502, 123226
1006, "John Manager503", 503, 130878
1008, "John Manager504", 504, 128172
1010, "John Manager505", 505, 123269
1012, "John Manager506", 506, 111004
1014, "John Manager507", 507, 111452
1016, "John Manager508", 508, 124041
1018, "John Manager509", 509, 148299
1020, "John Manager510", 510, 106207
1022, "John Manager511", 511, 119184
1024, "John Manager512", 512, 113757
1026, "John Manager513", 513, 149190
1028, "John Manager514", 514, 124689
1030, "John Manager515", 515, 126736
1032, "John Manager516", 516, 102273
1034, "John Manager517", 517, 145793
1036, "John Manager518", 518, 118661
1038, "John Manager519", 519, 123521
1040, "John Manager520", 520, 124166
1042, "John Manager521", 521, 144761
1044, "John Manager522", 522, 124084
1046, "John Manager523", 523, 101228
1048, "John Manager524", 524, 149526
1050, "John Manager525", 525, 108512
1052, "John Manager526", 526, 116375
1054, "John Manager527", 527, 148385
1056, "John Manager528", 528, 123513
1058, "John Manager529", 529, 143044
1060, "John Manager530", 530, 147411
1062, "John Manager531", 531, 141855
1064, "John Manager532", 532, 137144
1066, "John Manager533", 533, 119631
1068, "John Manager534", 534, 113576
1070, "John Manager535", 535, 146035
1072, "John Manager536", 536, 120533
1074, "John Manager537", 537, 119832
1076, "John Manager538", 538, 118455
1078, "John Manager539", 539, 103149
1080, "John Manager540", 540, 127596
1082, "John Manager541", 541, 139007
1084, "John Manager542", 542, 119182
1086, "John Manager543", 543, 135017
1088, "John Manager544", 544, 140396
1090, "John Manager545", 545, 131930
1092, "John Manager546", 546, 141801
1094, "John Manager547", 547, 142366
1096, "John Manager548", 548, 146594
1098, "John Manager549", 549, 113243
1100, "John Manager550", 550, 143244
1102, "John Manager551", 551, 143919
1104, "John Manager552", 552, 134760
1106, "John Manager553", 553, 123179
1108, "John Manager554", 554, 123873
1110, "John Manager555", 555, 140866
1112, "John Manager556", 556, 108472
1114, "John Manager557", 557, 149423
1116, "John Manager558", 558, 118718
1118, "John Manager559", 559, 136366
1120, "John Manager560", 560, 131482
1122, "John Manager561", 561, 128061
1124, "John Manager562", 562, 139667
1126, "John Manager563", 563, 137359
1128, "John Manager564", 564, 136987
1130, "John Manager565", 565, 115148
1132, "John Manager566", 566, 101988
1134, "John Manager567", 567, 139036
1136, "John Manager568", 568, 149288
1138, "John Manager569", 569, 136744
1140, "John Manager570", 570, 138335
1142, "John Manager571", 571, 124292
1144, "John Manager572", 572, 111194
1146, "John Manager573", 573, 123170
1148, "John Manager574", 574, 121252
1150, "John Manager575", 575, 100884
1152, "John Manager576", 576, 148196
1154, "John Manager577", 577, 109802
1156, "John Manager578", 578, 138998
1158, "John Manager579", 579, 138528
1160, "John Manager580", 580, 104273
1162, "John Manager581", 581, 133937
1164, "John Manager582", 582, 123100
1166, "John Manager583", 583, 131766
1168, "John Manager584", 584, 119221
1170, "John Manager585", 585, 121589
1172, "John Manager586", 586, 110341
1174, "John Manager587", 587, 109079
1176, "John Manager588", 588, 108535
1178, "John Manager589", 589, 122567
1180, "John Manager590", 590, 142450
1182, "John Manager591", 591, 147584
1184, "John Manager592", 592, 103277
1186, "John Manager593", 593, 148286
1188, "John Manager594", 594, 126954
1190, "John Manager595", 595, 104032
1192, "John Manager596", 596, 126633
1194, "John Manager597", 597, 105444
1196, "John Manager598", 598, 108572
1198, "John Manager599", 599, 144503
1200, "John Manager600", 600, 134757
1202, "John Manager601", 601, 148032
1204, "John Manager602", 602, 133435
1206, "John Manager603", 603, 125451
1208, "John Manager604", 604, 135855
1210, "John Manager605", 605, 136951
1212, "John Manager606", 606, 113065
1214, "John Manager607", 607, 136868
1216, "John Manager608", 608, 146510
1218, "John Manager609", 609, 125521
1220, "John Manager610", 610, 127138
1222, "John Manager611", 611, 125009
1224, "John Manager612", 612, 119028
1226, "John Manager613", 613, 129874
1228, "John Manager614", 614, 139461
1230, "John Manager615", 615, 140712
1232, "John Manager616", 616, 119763
1234, "John Manager617", 617, 102879
1236, "John Manager618", 618, 136578
1238, "John Manager619", 619, 129623
1240, "John Manager620", 620, 131231
1242, "John Manager621", 621, 128744
1244, "John Manager622", 622, 138011
1246, "John Manager623", 623, 123467
1248, "John Manager624", 624, 121628
1250, "John Manager625", 625, 128652
1252, "John Manager626", 626, 131499
1254, "John Manager627", 627, 133974
1256, "John Manager628", 628, 134962
1258, "John Manager629", 629, 133144
1260, "John Manager630", 630, 130008
1262, "John Manager631", 631, 127007
1264, "John Manager632", 632, 143661
1266, "John Manager633", 633, 136756
1268, "John Manager634", 634, 114746
1270, "John Manager635", 635, 119155
1272, "John Manager636", 636, 149556
1274, "John Manager637", 637, 122174
1276, "John Manager638", 638, 136301
1278, "John Manager639", 639, 102929
1280, "John Manager640", 640, 117181
1282, "John Manager641", 641, 118770
1284, "John Manager642", 642, 130725
1286, "John Manager643", 643, 143571
1288, "John Manager644", 644, 128986
1290, "John Manager645", 645, 119847
1292, "John Manager646", 646, 130035
1294, "John Manager647", 647, 102993
1296, "John Manager648", 648, 120279
1298, "John Manager649", 649, 145934
1300, "John Manager650", 650, 132771
1302, "John Manager651", 651, 115928
1304, "John Manager652", 652, 114731
1306, "John Manager653", 653, 135413
1308, "John Manager654", 654, 140883
1310, "John Manager655", 655, 117830
1312, "John Manager656", 656, 127980
1314, "John Manager657", 657, 112264
1316, "John Manager658", 658, 124266
1318, "John Manager659", 659, 134457
1320, "John Manager660", 660, 124872
1322, "John Manager661", 661, 122098
1324, "John Manager662", 662, 147891
1326, "John Manager663", 663, 143595
1328, "John Manager664", 664, 146245
1330, "John Manager665", 665, 137789
1332, "John Manager666", 666, 143065
1334, "John Manager667", 667, 141780
1336, "John Manager668", 668, 149585
1338, "John Manager669", 669, 138524
1340, "John Manager670", 670, 118804
1342, "John Manager671", 671, 147013
1344, "John Manager672", 672, 108355
1346, "John Manager673", 673, 120438
1348, "John Manager674", 674, 118511
1350, "John Manager675", 675, 114292
1352, "John Manager676", 676, 108042
1354, "John Manager677", 677, 104033
1356, "John Manager678", 678, 120364
1358, "John Manager679", 679, 108970
1360, "John Manager680", 680, 147305
1362, "John Manager681", 681, 142730
1364, "John Manager682", 682, 104185
1366, "John Manager683", 683, 117682
1368, "John Manager684", 684, 131360
1370, "John Manager685", 685, 130799
1372, "John Manager686", 686, 126711
1374, "John Manager687", 687, 132306
1376, "John Manager688", 688, 109424
1378, "John Manager689", 689, 121063
1380, "John Manager690", 690, 127477
1382, "John Manager691", 691, 110589
1384, "John Manager692", 692, 147829
1386, "John Manager693", 693, 149413
1388, "John Manager694", 694, 107344
1390, "John Manager695", 695, 135393
1392, "John Manager696", 696, 148775
1394, "John Manager697", 697, 132676
1396, "John Manager698", 698, 126123
1398, "John Manager699", 699, 112312
1400, "John Manager700", 700, 149842
1402, "John Manager701", 701, 142905
1404, "John Manager702", 702, 127186
1406, "John Manager703", 703, 148798
1408, "John Manager704", 704, 141119
1410, "John Manager705", 705, 111188
1412, "John Manager706", 706, 143606
1414, "John Manager707", 707, 108244
1416, "John Manager708", 708, 123477
1418, "John Manager709", 709, 110680
1420, "John Manager710", 710, 132355
1422, "John Manager711", 711, 140684
1424, "John Manager712", 712, 102107
1426, "John Manager713", 713, 120007
1428, "John Manager714", 714, 134712
1430, "John Manager715", 715, 122689
1432, "John Manager716", 716, 133987
1434, "John Manager717", 717, 111771
1436, "John Manager718", 718, 125025
1438, "John Manager719", 719, 146326
1440, "John Manager720", 720, 111300
1442, "John Manager721", 721, 108471
1444, "John Manager722", 722, 149914
1446, "John Manager723", 723, 131189
1448, "John Manager724", 724, 144624
1450, "John Manager725", 725, 124093
1452, "John Manager726", 726, 107862
1454, "John Manager727", 727, 139714
1456, "John Manager728", 728, 140606
1458, "John Manager729", 729, 141003
1460, "John Manager730", 730, 119264
1462, "John Manager731", 731, 129850
1464, "John Manager732", 732, 120205
1466, "John Manager733", 733, 141943
1468, "John Manager734", 734, 145024
1470, "John Manager735", 735, 101968
1472, "John Manager736", 736, 139276
1474, "John Manager737", 737, 120810
1476, "John Manager738", 738, 116728
1478, "John Manager739", 739, 136965
1480, "John Manager740", 740, 141704
1482, "John Manager741", 741, 119303
1484, "John Manager742", 742, 123892
1486, "John Manager743", 743, 118102
1488, "John Manager744", 744, 140523
1490, "John Manager745", 745, 112472
1492, "John Manager746", 746, 138954
1494, "John Manager747", 747, 116606
1496, "John Manager748", 748, 106512
1498, "John Manager749", 749, 130593
1500, "John Manager750", 750, 142054
1502, "John Manager751", 751, 106204
1504, "John Manager752", 752, 140293
1506, "John Manager753", 753, 129577
1508, "John Manager754", 754, 106958
1510, "John Manager755", 755, 113844
1512, "John Manager756", 756, 134978
1514, "John Manager757", 757, 136742
1516, "John Manager758", 758, 144606
1518, "John Manager759", 759, 132535
1520, "John Manager760", 760, 137451
1522, "John Manager761", 761, 112918
1524, "John Manager762", 762, 106302
1526, "John Manager763", 763, 130353
1528, "John Manager764", 764, 133417
1530, "John Manager765", 765, 110255
1532, "John Manager766", 766, 105825
1534, "John Manager767", 767, 147760
1536, "John Manager768", 768, 117507
1538, "John Manager769", 769, 115371
1540, "John Manager770", 770, 138698
1542, "John Manager771", 771, 131082
1544, "John Manager772", 772, 129946
1546, "John Manager773", 773, 149757
1548, "John Manager774", 774, 107020
1550, "John Manager775", 775, 141245
1552, "John Manager776", 776, 137144
1554, "John Manager777", 777, 131986
1556, "John Manager778", 778, 118673
1558, "John Manager779", 779, 107659
1560, "John Manager780", 780, 132566
1562, "John Manager781", 781, 108209
1564, "John Manager782", 782, 140804
1566, "John Manager783", 783, 135731
1568, "John Manager784", 784, 105751
1570, "John Manager785", 785, 128874
1572, "John Manager786", 786, 119766
1574, "John Manager787", 787, 120025
1576, "John Manager788", 788, 130306
1578, "John Manager789", 789, 103678
1580, "John Manager790", 790, 141055
1582, "John Manager791", 791, 135351
1584, "John Manager792", 792, 115540
1586, "John Manager793", 793, 113166
1588, "John Manager794", 794, 113658
1590, "John Manager795", 795, 145242
1592, "John Manager796", 796, 109477
1594, "John Manager797", 797, 139286
1596, "John Manager798", 798, 104938
1598, "John Manager799", 799, 102508
1600, "John Manager800", 800, 146052
1602, "John Manager801", 801, 124591
1604, "John Manager802", 802, 119522
1606, "John Manager803", 803, 136776
1608, "John Manager804", 804, 125032
1610, "John Manager805", 805, 144924
1612, "John Manager806", 806, 101754
1614, "John Manager807", 807, 133348
1616, "John Manager808", 808, 142427
1618, "John Manager809", 809, 108741
1620, "John Manager810", 810, 125179
1622, "John Manager811", 811, 140330
1624, "John Manager812", 812, 120147
1626, "John Manager813", 813, 115792
1628, "John Manager814", 814, 143618
1630, "John Manager815", 815, 112265
1632, "John Manager816", 816, 133382
1634, "John Manager817", 817, 140781
1636, "John Manager818", 818, 123832
1638, "John Manager819", 819, 146050
1640, "John Manager820", 820, 118529
1642, "John Manager821", 821, 146813
1644, "John Manager822", 822, 115421
1646, "John Manager823", 823, 129875
1648, "John Manager824", 824, 119911
1650, "John Manager825", 825, 141004
1652, "John Manager826", 826, 102730
1654, "John Manager827", 827, 115363
1656, "John Manager828", 828, 143822
1658, "John Manager829", 829, 142785
1660, "John Manager830", 830, 139175
1662, "John Manager831", 831, 105144
1664, "John Manager832", 832, 148271
1666, "John Manager833", 833, 123580
1668, "John Manager834", 834, 136768
1670, "John Manager835", 835, 142399
1672, "John Manager836", 836, 103279
1674, "John Manager837", 837, 134039
1676, "John Manager838", 838, 118751
1678, "John Manager839", 839, 128320
1680, "John Manager840", 840, 144949
1682, "John Manager841", 841, 146479
1684, "John Manager842", 842, 147889
1686, "John Manager843", 843, 119818
1688, "John Manager844", 844, 108402
1690, "John Manager845", 845, 119716
1692, "John Manager846", 846, 143176
1694, "John Manager847", 847, 102703
1696, "John Manager848", 848, 145414
1698, "John Manager849", 849, 131428
1700, "John Manager850", 850, 119622
1702, "John Manager851", 851, 132903
1704, "John Manager852", 852, 109176
